(state,action)   init_cab_pos    next_cab_pos    psg_spawn_idx0    psg_spawn_idx1    psg_dest_idx0    psg_dest_idx1    reward
(0,south)	 (0,0) ---> (0,1)	 0 ---> 0	0 ---> 0 	 -1
(210,west)	 (0,2) ---> (0,2)	 3 ---> 3	1 ---> 1 	 -2
(210,pickup)	 (0,2) ---> (0,2)	 3 ---> 3	1 ---> 1 	 -5
(210,dropoff)	 (0,2) ---> (0,2)	 3 ---> 3	1 ---> 1 	 -5
(211,south)	 (1,2) ---> (1,2)	 3 ---> 3	1 ---> 1 	 -2
(211,north)	 (1,2) ---> (1,1)	 3 ---> 3	1 ---> 1 	 -1
(211,east)	 (1,2) ---> (1,2)	 3 ---> 3	1 ---> 1 	 -2
(211,west)	 (1,2) ---> (1,2)	 3 ---> 3	1 ---> 1 	 -2
(211,pickup)	 (1,2) ---> (1,2)	 3 ---> 3	1 ---> 1 	 -5
(211,dropoff)	 (1,2) ---> (1,2)	 3 ---> 3	1 ---> 1 	 -5
(212,south)	 (2,2) ---> (2,3)	 3 ---> 3	1 ---> 1 	 -1
(212,north)	 (2,2) ---> (2,1)	 3 ---> 3	1 ---> 1 	 -1
(212,east)	 (2,2) ---> (2,2)	 3 ---> 3	1 ---> 1 	 -2
(212,west)	 (2,2) ---> (2,2)	 3 ---> 3	1 ---> 1 	 -2
(212,pickup)	 (2,2) ---> (2,2)	 3 ---> 3	1 ---> 1 	 -5
(212,dropoff)	 (2,2) ---> (2,2)	 3 ---> 3	1 ---> 1 	 -5
(213,south)	 (3,2) ---> (3,3)	 3 ---> 3	1 ---> 1 	 -1
(213,north)	 (3,2) ---> (3,1)	 3 ---> 3	1 ---> 1 	 -1
(213,east)	 (3,2) ---> (3,2)	 3 ---> 3	1 ---> 1 	 -2
(213,west)	 (3,2) ---> (3,2)	 3 ---> 3	1 ---> 1 	 -2
(213,pickup)	 (3,2) ---> (3,2)	 3 ---> 3	1 ---> 1 	 -5
(213,dropoff)	 (3,2) ---> (3,2)	 3 ---> 3	1 ---> 1 	 -5
(214,south)	 (4,2) ---> (4,3)	 3 ---> 3	1 ---> 1 	 -1
(214,north)	 (4,2) ---> (4,1)	 3 ---> 3	1 ---> 1 	 -1
(214,east)	 (4,2) ---> (4,2)	 3 ---> 3	1 ---> 1 	 -2
(214,west)	 (4,2) ---> (4,2)	 3 ---> 3	1 ---> 1 	 -2
(214,pickup)	 (4,2) ---> (4,2)	 3 ---> 3	1 ---> 1 	 -5
(214,dropoff)	 (4,2) ---> (4,2)	 3 ---> 3	1 ---> 1 	 -5
(215,south)	 (0,3) ---> (0,3)	 3 ---> 3	1 ---> 1 	 -2
(215,north)	 (0,3) ---> (0,2)	 3 ---> 3	1 ---> 1 	 -1
(215,east)	 (0,3) ---> (1,3)	 3 ---> 3	1 ---> 1 	 -1
(215,west)	 (0,3) ---> (0,3)	 3 ---> 3	1 ---> 1 	 -2
(215,pickup)	 (0,3) ---> (0,3)	 3 ---> 3	1 ---> 1 	 -5
(215,dropoff)	 (0,3) ---> (0,3)	 3 ---> 3	1 ---> 1 	 -5
(216,south)	 (1,3) ---> (1,4)	 3 ---> 3	1 ---> 1 	 -1
(216,north)	 (1,3) ---> (1,3)	 3 ---> 3	1 ---> 1 	 -2
(216,east)	 (1,3) ---> (2,3)	 3 ---> 3	1 ---> 1 	 -1
(216,west)	 (1,3) ---> (0,3)	 3 ---> 3	1 ---> 1 	 -1
(216,pickup)	 (1,3) ---> (1,3)	 3 ---> 3	1 ---> 1 	 -5
(216,dropoff)	 (1,3) ---> (1,3)	 3 ---> 3	1 ---> 1 	 -5
(217,south)	 (2,3) ---> (2,3)	 3 ---> 3	1 ---> 1 	 -2
(217,north)	 (2,3) ---> (2,2)	 3 ---> 3	1 ---> 1 	 -1
(217,east)	 (2,3) ---> (2,3)	 3 ---> 3	1 ---> 1 	 -2
(217,west)	 (2,3) ---> (1,3)	 3 ---> 3	1 ---> 1 	 -1
(217,pickup)	 (2,3) ---> (2,3)	 3 ---> 3	1 ---> 1 	 -5
(217,dropoff)	 (2,3) ---> (2,3)	 3 ---> 3	1 ---> 1 	 -5
(218,south)	 (3,3) ---> (3,4)	 3 ---> 3	1 ---> 1 	 -1
(218,north)	 (3,3) ---> (3,2)	 3 ---> 3	1 ---> 1 	 -1
(218,east)	 (3,3) ---> (3,3)	 3 ---> 3	1 ---> 1 	 -2
(218,west)	 (3,3) ---> (3,3)	 3 ---> 3	1 ---> 1 	 -2
(218,pickup)	 (3,3) ---> (3,3)	 3 ---> 3	1 ---> 1 	 -5
(218,dropoff)	 (3,3) ---> (3,3)	 3 ---> 3	1 ---> 1 	 -5
(219,south)	 (4,3) ---> (4,3)	 3 ---> 3	1 ---> 1 	 -2
(219,north)	 (4,3) ---> (4,2)	 3 ---> 3	1 ---> 1 	 -1
(219,east)	 (4,3) ---> (4,3)	 3 ---> 3	1 ---> 1 	 -2
(219,west)	 (4,3) ---> (4,3)	 3 ---> 3	1 ---> 1 	 -2
(219,pickup)	 (4,3) ---> (4,3)	 3 ---> 3	1 ---> 1 	 -5
(219,dropoff)	 (4,3) ---> (4,3)	 3 ---> 3	1 ---> 1 	 -5
(220,south)	 (0,4) ---> (0,4)	 3 ---> 3	1 ---> 1 	 -2
(220,north)	 (0,4) ---> (0,4)	 3 ---> 3	1 ---> 1 	 -2
(220,east)	 (0,4) ---> (1,4)	 3 ---> 3	1 ---> 1 	 -1
(220,west)	 (0,4) ---> (0,4)	 3 ---> 3	1 ---> 1 	 -2
(220,pickup)	 (0,4) ---> (0,4)	 3 ---> 4	1 ---> 1 	 10
(220,dropoff)	 (0,4) ---> (0,4)	 3 ---> 3	1 ---> 1 	 -5
(221,south)	 (1,4) ---> (1,4)	 3 ---> 3	1 ---> 1 	 -2
(221,north)	 (1,4) ---> (1,3)	 3 ---> 3	1 ---> 1 	 -1
(221,east)	 (1,4) ---> (1,4)	 3 ---> 3	1 ---> 1 	 -2
(221,west)	 (1,4) ---> (0,4)	 3 ---> 3	1 ---> 1 	 -1
(221,pickup)	 (1,4) ---> (1,4)	 3 ---> 3	1 ---> 1 	 -5
(221,dropoff)	 (1,4) ---> (1,4)	 3 ---> 3	1 ---> 1 	 -5
(222,south)	 (2,4) ---> (2,4)	 3 ---> 3	1 ---> 1 	 -2
(222,north)	 (2,4) ---> (2,4)	 3 ---> 3	1 ---> 1 	 -2
(222,east)	 (2,4) ---> (3,4)	 3 ---> 3	1 ---> 1 	 -1
(222,west)	 (2,4) ---> (2,4)	 3 ---> 3	1 ---> 1 	 -2
(222,pickup)	 (2,4) ---> (2,4)	 3 ---> 3	1 ---> 1 	 -5
(222,dropoff)	 (2,4) ---> (2,4)	 3 ---> 3	1 ---> 1 	 -5
(223,south)	 (3,4) ---> (3,4)	 3 ---> 3	1 ---> 1 	 -2
(223,north)	 (3,4) ---> (3,3)	 3 ---> 3	1 ---> 1 	 -1
(223,east)	 (3,4) ---> (4,4)	 3 ---> 3	1 ---> 1 	 -1
(223,west)	 (3,4) ---> (2,4)	 3 ---> 3	1 ---> 1 	 -1
(223,pickup)	 (3,4) ---> (3,4)	 3 ---> 3	1 ---> 1 	 -5
(223,dropoff)	 (3,4) ---> (3,4)	 3 ---> 3	1 ---> 1 	 -5
(224,south)	 (4,4) ---> (4,4)	 3 ---> 3	1 ---> 1 	 -2
(224,north)	 (4,4) ---> (4,4)	 3 ---> 3	1 ---> 1 	 -2
(224,east)	 (4,4) ---> (4,4)	 3 ---> 3	1 ---> 1 	 -2
(224,west)	 (4,4) ---> (3,4)	 3 ---> 3	1 ---> 1 	 -1
(224,pickup)	 (4,4) ---> (4,4)	 3 ---> 3	1 ---> 1 	 -5
(224,dropoff)	 (4,4) ---> (4,4)	 3 ---> 3	1 ---> 1 	 -5
(225,south)	 (0,0) ---> (0,1)	 4 ---> 4	1 ---> 1 	 -1
(225,north)	 (0,0) ---> (0,0)	 4 ---> 4	1 ---> 1 	 -2
(225,east)	 (0,0) ---> (1,0)	 4 ---> 4	1 ---> 1 	 -1
(225,west)	 (0,0) ---> (0,0)	 4 ---> 4	1 ---> 1 	 -2
(225,pickup)	 (0,0) ---> (0,0)	 4 ---> 4	1 ---> 1 	 -5
(225,dropoff)	 (0,0) ---> (0,0)	 4 ---> 4	1 ---> 1 	 -5
(226,south)	 (1,0) ---> (1,1)	 4 ---> 4	1 ---> 1 	 -1
(226,north)	 (1,0) ---> (1,0)	 4 ---> 4	1 ---> 1 	 -2
(226,east)	 (1,0) ---> (2,0)	 4 ---> 4	1 ---> 1 	 -1
(226,west)	 (1,0) ---> (0,0)	 4 ---> 4	1 ---> 1 	 -1
(226,pickup)	 (1,0) ---> (1,0)	 4 ---> 4	1 ---> 1 	 -5
(226,dropoff)	 (1,0) ---> (1,0)	 4 ---> 4	1 ---> 1 	 -5
(227,south)	 (2,0) ---> (2,0)	 4 ---> 4	1 ---> 1 	 -2
(227,north)	 (2,0) ---> (2,0)	 4 ---> 4	1 ---> 1 	 -2
(227,east)	 (2,0) ---> (3,0)	 4 ---> 4	1 ---> 1 	 -1
(227,west)	 (2,0) ---> (1,0)	 4 ---> 4	1 ---> 1 	 -1
(227,pickup)	 (2,0) ---> (2,0)	 4 ---> 4	1 ---> 1 	 -5
(227,dropoff)	 (2,0) ---> (2,0)	 4 ---> 4	1 ---> 1 	 -5
(228,south)	 (3,0) ---> (3,0)	 4 ---> 4	1 ---> 1 	 -2
(228,north)	 (3,0) ---> (3,0)	 4 ---> 4	1 ---> 1 	 -2
(228,east)	 (3,0) ---> (4,0)	 4 ---> 4	1 ---> 1 	 -1
(228,west)	 (3,0) ---> (2,0)	 4 ---> 4	1 ---> 1 	 -1
(228,pickup)	 (3,0) ---> (3,0)	 4 ---> 4	1 ---> 1 	 -5
(228,dropoff)	 (3,0) ---> (3,0)	 4 ---> 4	1 ---> 1 	 -5
(229,south)	 (4,0) ---> (4,1)	 4 ---> 4	1 ---> 1 	 -1
(229,north)	 (4,0) ---> (4,0)	 4 ---> 4	1 ---> 1 	 -2
(229,east)	 (4,0) ---> (4,0)	 4 ---> 4	1 ---> 1 	 -2
(229,west)	 (4,0) ---> (3,0)	 4 ---> 4	1 ---> 1 	 -1
(229,pickup)	 (4,0) ---> (4,0)	 4 ---> 4	1 ---> 1 	 -5
(229,dropoff)	 (4,0) ---> (4,0)	 4 ---> 0	1 ---> 1 	 50
(230,south)	 (0,1) ---> (0,2)	 4 ---> 4	1 ---> 1 	 -1
(230,north)	 (0,1) ---> (0,0)	 4 ---> 4	1 ---> 1 	 -1
(230,east)	 (0,1) ---> (0,1)	 4 ---> 4	1 ---> 1 	 -2
(230,west)	 (0,1) ---> (0,1)	 4 ---> 4	1 ---> 1 	 -2
(230,pickup)	 (0,1) ---> (0,1)	 4 ---> 4	1 ---> 1 	 -5
(230,dropoff)	 (0,1) ---> (0,1)	 4 ---> 4	1 ---> 1 	 -5
(231,south)	 (1,1) ---> (1,2)	 4 ---> 4	1 ---> 1 	 -1
(231,north)	 (1,1) ---> (1,0)	 4 ---> 4	1 ---> 1 	 -1
(231,east)	 (1,1) ---> (1,1)	 4 ---> 4	1 ---> 1 	 -2
(231,west)	 (1,1) ---> (1,1)	 4 ---> 4	1 ---> 1 	 -2
(231,pickup)	 (1,1) ---> (1,1)	 4 ---> 4	1 ---> 1 	 -5
(231,dropoff)	 (1,1) ---> (1,1)	 4 ---> 4	1 ---> 1 	 -5
(232,south)	 (2,1) ---> (2,2)	 4 ---> 4	1 ---> 1 	 -1
(232,north)	 (2,1) ---> (2,1)	 4 ---> 4	1 ---> 1 	 -2
(232,east)	 (2,1) ---> (3,1)	 4 ---> 4	1 ---> 1 	 -1
(232,west)	 (2,1) ---> (2,1)	 4 ---> 4	1 ---> 1 	 -2
(232,pickup)	 (2,1) ---> (2,1)	 4 ---> 4	1 ---> 1 	 -5
(232,dropoff)	 (2,1) ---> (2,1)	 4 ---> 4	1 ---> 1 	 -5
(233,south)	 (3,1) ---> (3,2)	 4 ---> 4	1 ---> 1 	 -1
(233,north)	 (3,1) ---> (3,1)	 4 ---> 4	1 ---> 1 	 -2
(233,east)	 (3,1) ---> (3,1)	 4 ---> 4	1 ---> 1 	 -2
(233,west)	 (3,1) ---> (2,1)	 4 ---> 4	1 ---> 1 	 -1
(233,pickup)	 (3,1) ---> (3,1)	 4 ---> 4	1 ---> 1 	 -5
(233,dropoff)	 (3,1) ---> (3,1)	 4 ---> 4	1 ---> 1 	 -5
(234,south)	 (4,1) ---> (4,2)	 4 ---> 4	1 ---> 1 	 -1
(234,north)	 (4,1) ---> (4,0)	 4 ---> 4	1 ---> 1 	 -1
(234,east)	 (4,1) ---> (4,1)	 4 ---> 4	1 ---> 1 	 -2
(234,west)	 (4,1) ---> (4,1)	 4 ---> 4	1 ---> 1 	 -2
(234,pickup)	 (4,1) ---> (4,1)	 4 ---> 4	1 ---> 1 	 -5
(234,dropoff)	 (4,1) ---> (4,1)	 4 ---> 4	1 ---> 1 	 -5
(235,south)	 (0,2) ---> (0,3)	 4 ---> 4	1 ---> 1 	 -1
(235,north)	 (0,2) ---> (0,1)	 4 ---> 4	1 ---> 1 	 -1
(235,east)	 (0,2) ---> (0,2)	 4 ---> 4	1 ---> 1 	 -2
(235,west)	 (0,2) ---> (0,2)	 4 ---> 4	1 ---> 1 	 -2
(235,pickup)	 (0,2) ---> (0,2)	 4 ---> 4	1 ---> 1 	 -5
(235,dropoff)	 (0,2) ---> (0,2)	 4 ---> 4	1 ---> 1 	 -5
(236,south)	 (1,2) ---> (1,2)	 4 ---> 4	1 ---> 1 	 -2
(236,north)	 (1,2) ---> (1,1)	 4 ---> 4	1 ---> 1 	 -1
(236,east)	 (1,2) ---> (1,2)	 4 ---> 4	1 ---> 1 	 -2
(236,west)	 (1,2) ---> (1,2)	 4 ---> 4	1 ---> 1 	 -2
(236,pickup)	 (1,2) ---> (1,2)	 4 ---> 4	1 ---> 1 	 -5
(236,dropoff)	 (1,2) ---> (1,2)	 4 ---> 4	1 ---> 1 	 -5
(237,south)	 (2,2) ---> (2,3)	 4 ---> 4	1 ---> 1 	 -1
(237,north)	 (2,2) ---> (2,1)	 4 ---> 4	1 ---> 1 	 -1
(237,east)	 (2,2) ---> (2,2)	 4 ---> 4	1 ---> 1 	 -2
(237,west)	 (2,2) ---> (2,2)	 4 ---> 4	1 ---> 1 	 -2
(237,pickup)	 (2,2) ---> (2,2)	 4 ---> 4	1 ---> 1 	 -5
(237,dropoff)	 (2,2) ---> (2,2)	 4 ---> 4	1 ---> 1 	 -5
(238,south)	 (3,2) ---> (3,3)	 4 ---> 4	1 ---> 1 	 -1
(238,north)	 (3,2) ---> (3,1)	 4 ---> 4	1 ---> 1 	 -1
(238,east)	 (3,2) ---> (3,2)	 4 ---> 4	1 ---> 1 	 -2
(238,west)	 (3,2) ---> (3,2)	 4 ---> 4	1 ---> 1 	 -2
(238,pickup)	 (3,2) ---> (3,2)	 4 ---> 4	1 ---> 1 	 -5
(238,dropoff)	 (3,2) ---> (3,2)	 4 ---> 4	1 ---> 1 	 -5
(239,south)	 (4,2) ---> (4,3)	 4 ---> 4	1 ---> 1 	 -1
(239,north)	 (4,2) ---> (4,1)	 4 ---> 4	1 ---> 1 	 -1
(239,east)	 (4,2) ---> (4,2)	 4 ---> 4	1 ---> 1 	 -2
(239,west)	 (4,2) ---> (4,2)	 4 ---> 4	1 ---> 1 	 -2
(239,pickup)	 (4,2) ---> (4,2)	 4 ---> 4	1 ---> 1 	 -5
(239,dropoff)	 (4,2) ---> (4,2)	 4 ---> 4	1 ---> 1 	 -5
(240,south)	 (0,3) ---> (0,3)	 4 ---> 4	1 ---> 1 	 -2
(240,north)	 (0,3) ---> (0,2)	 4 ---> 4	1 ---> 1 	 -1
(240,east)	 (0,3) ---> (1,3)	 4 ---> 4	1 ---> 1 	 -1
(240,west)	 (0,3) ---> (0,3)	 4 ---> 4	1 ---> 1 	 -2
(240,pickup)	 (0,3) ---> (0,3)	 4 ---> 4	1 ---> 1 	 -5
(240,dropoff)	 (0,3) ---> (0,3)	 4 ---> 4	1 ---> 1 	 -5
(241,south)	 (1,3) ---> (1,4)	 4 ---> 4	1 ---> 1 	 -1
(241,north)	 (1,3) ---> (1,3)	 4 ---> 4	1 ---> 1 	 -2
(241,east)	 (1,3) ---> (2,3)	 4 ---> 4	1 ---> 1 	 -1
(241,west)	 (1,3) ---> (0,3)	 4 ---> 4	1 ---> 1 	 -1
(241,pickup)	 (1,3) ---> (1,3)	 4 ---> 4	1 ---> 1 	 -5
(241,dropoff)	 (1,3) ---> (1,3)	 4 ---> 4	1 ---> 1 	 -5
(242,south)	 (2,3) ---> (2,3)	 4 ---> 4	1 ---> 1 	 -2
(242,north)	 (2,3) ---> (2,2)	 4 ---> 4	1 ---> 1 	 -1
(242,east)	 (2,3) ---> (2,3)	 4 ---> 4	1 ---> 1 	 -2
(242,west)	 (2,3) ---> (1,3)	 4 ---> 4	1 ---> 1 	 -1
(242,pickup)	 (2,3) ---> (2,3)	 4 ---> 4	1 ---> 1 	 -5
(242,dropoff)	 (2,3) ---> (2,3)	 4 ---> 4	1 ---> 1 	 -5
(243,south)	 (3,3) ---> (3,4)	 4 ---> 4	1 ---> 1 	 -1
(243,north)	 (3,3) ---> (3,2)	 4 ---> 4	1 ---> 1 	 -1
(243,east)	 (3,3) ---> (3,3)	 4 ---> 4	1 ---> 1 	 -2
(243,west)	 (3,3) ---> (3,3)	 4 ---> 4	1 ---> 1 	 -2
(243,pickup)	 (3,3) ---> (3,3)	 4 ---> 4	1 ---> 1 	 -5
(243,dropoff)	 (3,3) ---> (3,3)	 4 ---> 4	1 ---> 1 	 -5
(244,south)	 (4,3) ---> (4,3)	 4 ---> 4	1 ---> 1 	 -2
(244,north)	 (4,3) ---> (4,2)	 4 ---> 4	1 ---> 1 	 -1
(244,east)	 (4,3) ---> (4,3)	 4 ---> 4	1 ---> 1 	 -2
(244,west)	 (4,3) ---> (4,3)	 4 ---> 4	1 ---> 1 	 -2
(244,pickup)	 (4,3) ---> (4,3)	 4 ---> 4	1 ---> 1 	 -5
(244,dropoff)	 (4,3) ---> (4,3)	 4 ---> 4	1 ---> 1 	 -5
(245,south)	 (0,4) ---> (0,4)	 4 ---> 4	1 ---> 1 	 -2
(245,north)	 (0,4) ---> (0,4)	 4 ---> 4	1 ---> 1 	 -2
(245,east)	 (0,4) ---> (1,4)	 4 ---> 4	1 ---> 1 	 -1
(245,west)	 (0,4) ---> (0,4)	 4 ---> 4	1 ---> 1 	 -2
(245,pickup)	 (0,4) ---> (0,4)	 4 ---> 4	1 ---> 1 	 -5
(245,dropoff)	 (0,4) ---> (0,4)	 4 ---> 4	1 ---> 1 	 -5
(246,south)	 (1,4) ---> (1,4)	 4 ---> 4	1 ---> 1 	 -2
(246,north)	 (1,4) ---> (1,3)	 4 ---> 4	1 ---> 1 	 -1
(246,east)	 (1,4) ---> (1,4)	 4 ---> 4	1 ---> 1 	 -2
(246,west)	 (1,4) ---> (0,4)	 4 ---> 4	1 ---> 1 	 -1
(246,pickup)	 (1,4) ---> (1,4)	 4 ---> 4	1 ---> 1 	 -5
(246,dropoff)	 (1,4) ---> (1,4)	 4 ---> 4	1 ---> 1 	 -5
(247,south)	 (2,4) ---> (2,4)	 4 ---> 4	1 ---> 1 	 -2
(247,north)	 (2,4) ---> (2,4)	 4 ---> 4	1 ---> 1 	 -2
(247,east)	 (2,4) ---> (3,4)	 4 ---> 4	1 ---> 1 	 -1
(247,west)	 (2,4) ---> (2,4)	 4 ---> 4	1 ---> 1 	 -2
(247,pickup)	 (2,4) ---> (2,4)	 4 ---> 4	1 ---> 1 	 -5
(247,dropoff)	 (2,4) ---> (2,4)	 4 ---> 4	1 ---> 1 	 -5
(248,south)	 (3,4) ---> (3,4)	 4 ---> 4	1 ---> 1 	 -2
(248,north)	 (3,4) ---> (3,3)	 4 ---> 4	1 ---> 1 	 -1
(248,east)	 (3,4) ---> (4,4)	 4 ---> 4	1 ---> 1 	 -1
(248,west)	 (3,4) ---> (2,4)	 4 ---> 4	1 ---> 1 	 -1
(248,pickup)	 (3,4) ---> (3,4)	 4 ---> 4	1 ---> 1 	 -5
(248,dropoff)	 (3,4) ---> (3,4)	 4 ---> 4	1 ---> 1 	 -5
(249,south)	 (4,4) ---> (4,4)	 4 ---> 4	1 ---> 1 	 -2
(249,north)	 (4,4) ---> (4,4)	 4 ---> 4	1 ---> 1 	 -2
(249,east)	 (4,4) ---> (4,4)	 4 ---> 4	1 ---> 1 	 -2
(249,west)	 (4,4) ---> (3,4)	 4 ---> 4	1 ---> 1 	 -1
(249,pickup)	 (4,4) ---> (4,4)	 4 ---> 4	1 ---> 1 	 -5
(249,dropoff)	 (4,4) ---> (4,4)	 4 ---> 4	1 ---> 1 	 -5
(250,south)	 (0,0) ---> (0,1)	 0 ---> 0	2 ---> 2 	 -1
(250,north)	 (0,0) ---> (0,0)	 0 ---> 0	2 ---> 2 	 -2
(250,east)	 (0,0) ---> (1,0)	 0 ---> 0	2 ---> 2 	 -1
(250,west)	 (0,0) ---> (0,0)	 0 ---> 0	2 ---> 2 	 -2
(250,pickup)	 (0,0) ---> (0,0)	 0 ---> 4	2 ---> 2 	 10
(250,dropoff)	 (0,0) ---> (0,0)	 0 ---> 0	2 ---> 2 	 -5
(251,south)	 (1,0) ---> (1,1)	 0 ---> 0	2 ---> 2 	 -1
(251,north)	 (1,0) ---> (1,0)	 0 ---> 0	2 ---> 2 	 -2
(251,east)	 (1,0) ---> (2,0)	 0 ---> 0	2 ---> 2 	 -1
(251,west)	 (1,0) ---> (0,0)	 0 ---> 0	2 ---> 2 	 -1
(251,pickup)	 (1,0) ---> (1,0)	 0 ---> 0	2 ---> 2 	 -5
(251,dropoff)	 (1,0) ---> (1,0)	 0 ---> 0	2 ---> 2 	 -5
(252,south)	 (2,0) ---> (2,0)	 0 ---> 0	2 ---> 2 	 -2
(252,north)	 (2,0) ---> (2,0)	 0 ---> 0	2 ---> 2 	 -2
(252,east)	 (2,0) ---> (3,0)	 0 ---> 0	2 ---> 2 	 -1
(252,west)	 (2,0) ---> (1,0)	 0 ---> 0	2 ---> 2 	 -1
(252,pickup)	 (2,0) ---> (2,0)	 0 ---> 0	2 ---> 2 	 -5
(252,dropoff)	 (2,0) ---> (2,0)	 0 ---> 0	2 ---> 2 	 -5
(253,south)	 (3,0) ---> (3,0)	 0 ---> 0	2 ---> 2 	 -2
(253,north)	 (3,0) ---> (3,0)	 0 ---> 0	2 ---> 2 	 -2
(253,east)	 (3,0) ---> (4,0)	 0 ---> 0	2 ---> 2 	 -1
(253,west)	 (3,0) ---> (2,0)	 0 ---> 0	2 ---> 2 	 -1
(253,pickup)	 (3,0) ---> (3,0)	 0 ---> 0	2 ---> 2 	 -5
(253,dropoff)	 (3,0) ---> (3,0)	 0 ---> 0	2 ---> 2 	 -5
(254,south)	 (4,0) ---> (4,1)	 0 ---> 0	2 ---> 2 	 -1
(254,north)	 (4,0) ---> (4,0)	 0 ---> 0	2 ---> 2 	 -2
(254,east)	 (4,0) ---> (4,0)	 0 ---> 0	2 ---> 2 	 -2
(254,west)	 (4,0) ---> (3,0)	 0 ---> 0	2 ---> 2 	 -1
(254,pickup)	 (4,0) ---> (4,0)	 0 ---> 0	2 ---> 2 	 -5
(254,dropoff)	 (4,0) ---> (4,0)	 0 ---> 0	2 ---> 2 	 -5
(255,south)	 (0,1) ---> (0,2)	 0 ---> 0	2 ---> 2 	 -1
(255,north)	 (0,1) ---> (0,0)	 0 ---> 0	2 ---> 2 	 -1
(255,east)	 (0,1) ---> (0,1)	 0 ---> 0	2 ---> 2 	 -2
(255,west)	 (0,1) ---> (0,1)	 0 ---> 0	2 ---> 2 	 -2
(255,pickup)	 (0,1) ---> (0,1)	 0 ---> 0	2 ---> 2 	 -5
(255,dropoff)	 (0,1) ---> (0,1)	 0 ---> 0	2 ---> 2 	 -5
(256,south)	 (1,1) ---> (1,2)	 0 ---> 0	2 ---> 2 	 -1
(256,north)	 (1,1) ---> (1,0)	 0 ---> 0	2 ---> 2 	 -1
(256,east)	 (1,1) ---> (1,1)	 0 ---> 0	2 ---> 2 	 -2
(256,west)	 (1,1) ---> (1,1)	 0 ---> 0	2 ---> 2 	 -2
(256,pickup)	 (1,1) ---> (1,1)	 0 ---> 0	2 ---> 2 	 -5
(256,dropoff)	 (1,1) ---> (1,1)	 0 ---> 0	2 ---> 2 	 -5
(257,south)	 (2,1) ---> (2,2)	 0 ---> 0	2 ---> 2 	 -1
(257,north)	 (2,1) ---> (2,1)	 0 ---> 0	2 ---> 2 	 -2
(257,east)	 (2,1) ---> (3,1)	 0 ---> 0	2 ---> 2 	 -1
(257,west)	 (2,1) ---> (2,1)	 0 ---> 0	2 ---> 2 	 -2
(257,pickup)	 (2,1) ---> (2,1)	 0 ---> 0	2 ---> 2 	 -5
(257,dropoff)	 (2,1) ---> (2,1)	 0 ---> 0	2 ---> 2 	 -5
(258,south)	 (3,1) ---> (3,2)	 0 ---> 0	2 ---> 2 	 -1
(258,north)	 (3,1) ---> (3,1)	 0 ---> 0	2 ---> 2 	 -2
(258,east)	 (3,1) ---> (3,1)	 0 ---> 0	2 ---> 2 	 -2
(258,west)	 (3,1) ---> (2,1)	 0 ---> 0	2 ---> 2 	 -1
(258,pickup)	 (3,1) ---> (3,1)	 0 ---> 0	2 ---> 2 	 -5
(258,dropoff)	 (3,1) ---> (3,1)	 0 ---> 0	2 ---> 2 	 -5
(259,south)	 (4,1) ---> (4,2)	 0 ---> 0	2 ---> 2 	 -1
(259,north)	 (4,1) ---> (4,0)	 0 ---> 0	2 ---> 2 	 -1
(259,east)	 (4,1) ---> (4,1)	 0 ---> 0	2 ---> 2 	 -2
(259,west)	 (4,1) ---> (4,1)	 0 ---> 0	2 ---> 2 	 -2
(259,pickup)	 (4,1) ---> (4,1)	 0 ---> 0	2 ---> 2 	 -5
(259,dropoff)	 (4,1) ---> (4,1)	 0 ---> 0	2 ---> 2 	 -5
(260,south)	 (0,2) ---> (0,3)	 0 ---> 0	2 ---> 2 	 -1
(260,north)	 (0,2) ---> (0,1)	 0 ---> 0	2 ---> 2 	 -1
(260,east)	 (0,2) ---> (0,2)	 0 ---> 0	2 ---> 2 	 -2
(260,west)	 (0,2) ---> (0,2)	 0 ---> 0	2 ---> 2 	 -2
(260,pickup)	 (0,2) ---> (0,2)	 0 ---> 0	2 ---> 2 	 -5
(260,dropoff)	 (0,2) ---> (0,2)	 0 ---> 0	2 ---> 2 	 -5
(261,south)	 (1,2) ---> (1,2)	 0 ---> 0	2 ---> 2 	 -2
(261,north)	 (1,2) ---> (1,1)	 0 ---> 0	2 ---> 2 	 -1
(261,east)	 (1,2) ---> (1,2)	 0 ---> 0	2 ---> 2 	 -2
(261,west)	 (1,2) ---> (1,2)	 0 ---> 0	2 ---> 2 	 -2
(261,pickup)	 (1,2) ---> (1,2)	 0 ---> 0	2 ---> 2 	 -5
(261,dropoff)	 (1,2) ---> (1,2)	 0 ---> 0	2 ---> 2 	 -5
(262,south)	 (2,2) ---> (2,3)	 0 ---> 0	2 ---> 2 	 -1
(262,north)	 (2,2) ---> (2,1)	 0 ---> 0	2 ---> 2 	 -1
(262,east)	 (2,2) ---> (2,2)	 0 ---> 0	2 ---> 2 	 -2
(262,west)	 (2,2) ---> (2,2)	 0 ---> 0	2 ---> 2 	 -2
(262,pickup)	 (2,2) ---> (2,2)	 0 ---> 0	2 ---> 2 	 -5
(262,dropoff)	 (2,2) ---> (2,2)	 0 ---> 0	2 ---> 2 	 -5
(263,south)	 (3,2) ---> (3,3)	 0 ---> 0	2 ---> 2 	 -1
